companion_entry_id,entry_kind,sequence,source_anchor_id,anchor_origin,source_group,ordinal_within_group,prompt_kind,source_context_id,authority_file,authority_line,authority_selector,authority_statement_sha256,translated_file,translated_line,translated_selector,translated_statement_sha256,relationship,concept_ids
o003-c90-ch09-guide-01,source_prompt_guide,1,o003-gvsu-ch09-sec_seq_intro-prompt-01,assigned_locale_neutral,sequence-intro,1,statement_bearing_task,sec_seq_intro,source/sec_seq_intro.ptx,193,/section/exploration/task[1]/statement,d11d1097989d2f68a63398eea052fbca9ebc839070d2460983e24b76692517e7,source/sec_seq_intro.ptx,193,/section/exploration/task[1]/statement,13b1a498660388694f460f8917cd0a07b7374675648493cc2ad0541a6d2d66b4,provides_staged_support_for_source_prompt,metric_space;sequences_in_metric_spaces;epsilon_N_definition;reciprocal_sequence;euclidean_metric
o003-c90-ch09-guide-02,source_prompt_guide,2,o003-gvsu-ch09-sec_seq_intro-prompt-02,assigned_locale_neutral,sequence-intro,2,statement_bearing_task,sec_seq_intro,source/sec_seq_intro.ptx,203,/section/exploration/task[2]/statement,1f5149781141899f757d795cfe074eebd917ec5bce5f074f5074bf5877bae1c9,source/sec_seq_intro.ptx,203,/section/exploration/task[2]/statement,c0ddf11feb86b58722e7b6c0ba959182758a6510ae4c81ce5f19af40b2c8e9b4,provides_staged_support_for_source_prompt,metric_space;sequences_in_metric_spaces;coordinate_sequence;taxicab_metric;limit_proof
o003-c90-ch09-guide-03,source_prompt_guide,3,o003-gvsu-ch09-sec_seq_intro-prompt-03,assigned_locale_neutral,sequence-intro,3,statement_bearing_task,sec_seq_intro,source/sec_seq_intro.ptx,217,/section/exploration/task[3]/statement,0fc84bd7c7b7bd5c006c34a4f592d6995f58513f5ab56c144256489a6d5971e3,source/sec_seq_intro.ptx,217,/section/exploration/task[3]/statement,d56230ab3d72dc2dbd6c144982a4ead33443b4d89260ed736367948239f9541a,provides_staged_support_for_source_prompt,metric_space;sequences_in_metric_spaces;discrete_metric;eventually_constant;divergence
o003-c90-ch09-guide-04,source_prompt_guide,4,o003-gvsu-ch09-sec_seq_cont_metric-prompt-01,assigned_locale_neutral,sequence-continuity,1,statement_bearing_task,sec_seq_cont_metric,source/sec_seq_cont_metric.ptx,31,/section/activity[1]/task[1]/statement,aeed3a84e2785625a7f907f95ec28ec137997dc4a2723b5ec087d579148e923d,source/sec_seq_cont_metric.ptx,31,/section/activity[1]/task[1]/statement,d238fabb383114a63beb057ffaeb143dde6e0df152bcaf0f0c14b3f7333b398a,provides_staged_support_for_source_prompt,metric_space;sequences_in_metric_spaces;uniqueness_of_limit;epsilon_half;eventual_bound
o003-c90-ch09-guide-05,source_prompt_guide,5,o003-gvsu-ch09-sec_seq_cont_metric-prompt-02,assigned_locale_neutral,sequence-continuity,2,statement_bearing_task,sec_seq_cont_metric,source/sec_seq_cont_metric.ptx,39,/section/activity[1]/task[2]/statement,7795ee4af18eb6e51d539855163b9ad66b3be4f6b00841c27a486b3ba491290f,source/sec_seq_cont_metric.ptx,39,/section/activity[1]/task[2]/statement,35f9c6646b0801f560c09384ee4772bae915cc6a249d695eaeb412cb878aafa0,provides_staged_support_for_source_prompt,metric_space;sequences_in_metric_spaces;uniqueness_of_limit;second_eventual_bound
o003-c90-ch09-guide-06,source_prompt_guide,6,o003-gvsu-ch09-sec_seq_cont_metric-prompt-03,assigned_locale_neutral,sequence-continuity,3,statement_bearing_task,sec_seq_cont_metric,source/sec_seq_cont_metric.ptx,47,/section/activity[1]/task[3]/statement,f28f69c0775cf29be13c215d4de879c79eb950522220abd29452afd57aed9978,source/sec_seq_cont_metric.ptx,47,/section/activity[1]/task[3]/statement,c517defc2e0bc724a013c5ad531a551a06c8c24c89c434222d2ebdbd78ce63b0,provides_staged_support_for_source_prompt,metric_space;sequences_in_metric_spaces;maximum_of_indices;simultaneous_eventual_bounds
o003-c90-ch09-guide-07,source_prompt_guide,7,o003-gvsu-ch09-sec_seq_cont_metric-prompt-04,assigned_locale_neutral,sequence-continuity,4,statement_bearing_task,sec_seq_cont_metric,source/sec_seq_cont_metric.ptx,56,/section/activity[1]/task[4]/statement,89178c40abdff0c797874b5193fc1636d087bbdd105994943411e8f36dd9516f,source/sec_seq_cont_metric.ptx,56,/section/activity[1]/task[4]/statement,0daebff6785fa4e3cf37844b4e43ab29c9bad36563e291e561908951e07962bc,provides_staged_support_for_source_prompt,metric_space;sequences_in_metric_spaces;triangle_inequality;uniqueness_of_limit
o003-c90-ch09-guide-08,source_prompt_guide,8,o003-gvsu-ch09-sec_seq_cont_metric-prompt-05,assigned_locale_neutral,sequence-continuity,5,statement_bearing_task,sec_seq_cont_metric,source/sec_seq_cont_metric.ptx,130,/section/activity[2]/task[1]/statement,86fb51d206175216897d9e3ff4acde1ae483ebe88f0a4daa4a17429f4ee58910,source/sec_seq_cont_metric.ptx,127,/section/activity[2]/task[1]/statement,56ed0eac91fea1ccc22f97a22aa14522e90cb0052a03493f5d7556ca38ad711c,provides_staged_support_for_source_prompt,metric_space;sequences_in_metric_spaces;sequential_continuity;contrapositive;negated_continuity
o003-c90-ch09-guide-09,source_prompt_guide,9,o003-gvsu-ch09-sec_seq_cont_metric-prompt-06,assigned_locale_neutral,sequence-continuity,6,statement_bearing_task,sec_seq_cont_metric,source/sec_seq_cont_metric.ptx,149,/section/activity[2]/task[2]/task[1]/statement,4c5f1dc937ba06451e412779dcb6be5c810d6e6056e8d28b5cbe0531cae15b94,source/sec_seq_cont_metric.ptx,146,/section/activity[2]/task[2]/task[1]/statement,9d5102c4ec402bfca38ef64c9489cf66d3d2b3e994ceb90ae641c0f34a55b18e,provides_staged_support_for_source_prompt,metric_space;sequences_in_metric_spaces;archimedean_property;reciprocal_radius
o003-c90-ch09-guide-10,source_prompt_guide,10,o003-gvsu-ch09-sec_seq_cont_metric-prompt-07,assigned_locale_neutral,sequence-continuity,7,statement_bearing_task,sec_seq_cont_metric,source/sec_seq_cont_metric.ptx,156,/section/activity[2]/task[2]/task[2]/statement,1e1b4c73b0411c2deb8f1337219aa3974ecd4c9e79b39acdc97fe6e1981f07f8,source/sec_seq_cont_metric.ptx,153,/section/activity[2]/task[2]/task[2]/statement,796fe669ef1a72a0ef6923980f7b55b97265f15ae0dcafab84a6da5ba8d7b711,provides_staged_support_for_source_prompt,metric_space;sequences_in_metric_spaces;witness_sequence;failure_of_continuity
