companion_entry_id,entry_kind,sequence,source_anchor_id,anchor_origin,source_group,ordinal_within_group,prompt_kind,source_context_id,authority_file,authority_line,authority_selector,authority_statement_sha256,translated_file,translated_line,translated_selector,translated_statement_sha256,relationship,concept_ids
o003-c90-ch11-guide-01,source_prompt_guide,1,o003-gvsu-ch11-sec_sub_metric_intro-prompt-01,assigned_locale_neutral,sec_sub_metric_intro,1,statement_bearing_task,sec_sub_metric_intro,source/sec_sub_metric_intro.ptx,29,/section/exploration/task[1]/statement,71f3f2b7a57d4167ffaf17f2c676984aa957686f0aa0f438b6218fe0d70f51af,source/sec_sub_metric_intro.ptx,29,/section/exploration[1]/task/statement,59fe5091ad0da74519e4724660c0a853ab4278ec6532d7a901f8f9808dc91848,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace;restricted_metric;ambient_space;sec_sub_metric_intro_prompt_01
o003-c90-ch11-guide-02,source_prompt_guide,2,o003-gvsu-ch11-sec_sub_metric_intro-prompt-02,assigned_locale_neutral,sec_sub_metric_intro,2,statement_bearing_task,sec_sub_metric_intro,source/sec_sub_metric_intro.ptx,57,/section/exploration/task[2]/statement,32075032649c953ed4f82ee6c166e55148b2410ceacf1f00644181e6a626700a,source/sec_sub_metric_intro.ptx,62,/section/exploration[2]/task[1]/statement,adf0ee094cd098a5fb0eb27b353a8c21406b03ffe28decba16f3be50ba93c566,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace;restricted_metric;ambient_space;sec_sub_metric_intro_prompt_02
o003-c90-ch11-guide-03,source_prompt_guide,3,o003-gvsu-ch11-sec_sub_metric_intro-prompt-03,assigned_locale_neutral,sec_sub_metric_intro,3,statement_bearing_task,sec_sub_metric_intro,source/sec_sub_metric_intro.ptx,68,/section/exploration/task[3]/statement,add3c4adada5986d624c9550a8adb3bce8b71fe41ebadaa40e6ec736e08c5afe,source/sec_sub_metric_intro.ptx,73,/section/exploration[2]/task[2]/statement,81f44bbdbc0e88fde5507efc52e8dd0d81a1ed3283faa296f3aaf36fbc3fa1ad,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace;restricted_metric;ambient_space;sec_sub_metric_intro_prompt_03
o003-c90-ch11-guide-04,source_prompt_guide,4,o003-gvsu-ch11-sec_sub_metric_intro-prompt-04,assigned_locale_neutral,sec_sub_metric_intro,4,statement_bearing_task,sec_sub_metric_intro,source/sec_sub_metric_intro.ptx,88,/section/exploration/task[4]/task[1]/statement,5f5faf28f0d2ffe4b650a0f829f0e963f60187e9f949796b3fd1157d5ad19fee,source/sec_sub_metric_intro.ptx,93,/section/exploration[2]/task[3]/task[1]/statement,d3c31316786edf5d3fa932d6535eabad2531e89a43dfc9a6c7f0c425c5db0bb2,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace;restricted_metric;ambient_space;sec_sub_metric_intro_prompt_04
o003-c90-ch11-guide-05,source_prompt_guide,5,o003-gvsu-ch11-sec_sub_metric_intro-prompt-05,assigned_locale_neutral,sec_sub_metric_intro,5,statement_bearing_task,sec_sub_metric_intro,source/sec_sub_metric_intro.ptx,95,/section/exploration/task[4]/task[2]/statement,4286a3eac6cae65e59013c2f5ad66fd583e29d9c3a14badec7e4b4b85ceddb92,source/sec_sub_metric_intro.ptx,100,/section/exploration[2]/task[3]/task[2]/statement,62b8023504e92d61c8be04fdeccb82c2b83c43fa9e29672080085d4afb877f27,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace;restricted_metric;ambient_space;sec_sub_metric_intro_prompt_05
o003-c90-ch11-guide-06,source_prompt_guide,6,o003-gvsu-ch11-sec_sub_metric_intro-prompt-06,assigned_locale_neutral,sec_sub_metric_intro,6,statement_bearing_task,sec_sub_metric_intro,source/sec_sub_metric_intro.ptx,102,/section/exploration/task[4]/task[3]/statement,26275c4d4768447bdb7c332d7a8175e966cd018ade0490069e2fe7961ba00b3c,source/sec_sub_metric_intro.ptx,107,/section/exploration[2]/task[3]/task[3]/statement,ef8cf92fefe23ac2154c297ff00ab070f9f57780ef9a6b7f190f89a73325f242,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;metric_subspace;restricted_metric;ambient_space;sec_sub_metric_intro_prompt_06
o003-c90-ch11-guide-07,source_prompt_guide,7,o003-gvsu-ch11-sec_open_closed_sub-prompt-01,assigned_locale_neutral,sec_open_closed_sub,1,statement_bearing_task,sec_open_closed_sub,source/sec_open_closed_sub.ptx,61,/section/activity/task[1]/statement,98b6469b547aa381de39be2dcb79cec9a4317f640fdd637c68eecab2c0f72d39,source/sec_open_closed_sub.ptx,61,/section/activity/task[1]/statement,51b13c561138bdbec98b9bac629d0b5a209d1a4471c6c7f92e87de99bdf521bb,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;relative_open_set;relative_closed_set;ambient_intersection;sec_open_closed_sub_prompt_01
o003-c90-ch11-guide-08,source_prompt_guide,8,o003-gvsu-ch11-sec_open_closed_sub-prompt-02,assigned_locale_neutral,sec_open_closed_sub,2,statement_bearing_task,sec_open_closed_sub,source/sec_open_closed_sub.ptx,72,/section/activity/task[2]/statement,b752bc66e7b88e809ca461fb5fd8586a82fd1fc46f388650a792c36decfa1238,source/sec_open_closed_sub.ptx,72,/section/activity/task[2]/statement,8c4023bd4a6708ae6100f3010410accb83346ab56a78b9a6cb56e30289207dda,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;relative_open_set;relative_closed_set;ambient_intersection;sec_open_closed_sub_prompt_02
o003-c90-ch11-guide-09,source_prompt_guide,9,o003-gvsu-ch11-sec_open_closed_sub-prompt-03,assigned_locale_neutral,sec_open_closed_sub,3,statement_bearing_task,sec_open_closed_sub,source/sec_open_closed_sub.ptx,80,/section/activity/task[3]/statement,cb8f7a324e3a6d19bf0dd051515d6d247e175f82b0c7b815da5d56aabca427cb,source/sec_open_closed_sub.ptx,80,/section/activity/task[3]/statement,324c2d336b1b5ddcdab14edb0f1d251c98edde8cc0edd1739abb231aba7e71f9,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;relative_open_set;relative_closed_set;ambient_intersection;sec_open_closed_sub_prompt_03
o003-c90-ch11-guide-10,source_prompt_guide,10,o003-gvsu-ch11-sec_prod_metric-prompt-01,assigned_locale_neutral,sec_prod_metric,1,statement_bearing_task,act_metric_space_products,source/sec_prod_metric.ptx,29,/section/activity[1]/task[1]/statement,e518ef137cb8e67e02c95e56fe3bf97cd9e02abe7f4504ef5d82ddbe8190eac9,source/sec_prod_metric.ptx,29,/section/activity[1]/task[1]/statement,16bd5145c7337ae2c31dcd629230f39d2ba032092bf45336fdedbb3dc33a4f27,provides_staged_support_for_source_prompt,metric_space;subspaces_and_products;product_metric;cartesian_product;cauchy_schwarz;product_open_set;sec_prod_metric_prompt_01
