companion_entry_id,entry_kind,sequence,source_anchor_id,anchor_origin,source_group,ordinal_within_group,prompt_kind,source_context_id,authority_file,authority_line,authority_selector,authority_statement_sha256,translated_file,translated_line,translated_selector,translated_statement_sha256,relationship,concept_ids
o003-c90-ch06-intro-task-01,source_prompt_guide,1,o003-gvsu-ch06-sec_cont_func_intro-prompt-01,assigned_locale_neutral,intro,1,statement_bearing_task,pa_MS_continuity,source/sec_cont_func_intro.ptx,145,/section/exploration/task[1],06094b93782dd3fca2e3e6fecb801324937c236533fae48f22f877cf25fc6554,source/sec_cont_func_intro.ptx,148,/section/exploration/task[1],32492900c9b751628c6c82d350580d4ad4da961c1f4d0bba37457e07457531e3,provides_staged_support_for_source_prompt,metric_space_continuity;epsilon_delta_continuity;interactive_numerical_validation;function_x_sine_x
o003-c90-ch06-intro-task-02,source_prompt_guide,2,o003-gvsu-ch06-sec_cont_func_intro-prompt-02,assigned_locale_neutral,intro,2,statement_bearing_task,pa_MS_continuity,source/sec_cont_func_intro.ptx,157,/section/exploration/task[2],4af30fc64c7bd793cd0b4ab8c6a76d87d6ff7d5edf3fbd997e60db81c56f4ad6,source/sec_cont_func_intro.ptx,160,/section/exploration/task[2],3ac7374b6d79fdb569c10f88bcd94294cd8cc08107afbb95c905d3de737b530f,provides_staged_support_for_source_prompt,metric_space_continuity;epsilon_delta_continuity;interactive_numerical_validation;function_x_sine_x
o003-c90-ch06-intro-task-03,source_prompt_guide,3,o003-gvsu-ch06-sec_cont_func_intro-prompt-03,assigned_locale_neutral,intro,3,statement_bearing_task,pa_MS_continuity,source/sec_cont_func_intro.ptx,168,/section/exploration/task[3]/task[1],a673464b85ab320b5e807df913949d0b970839de7b5005f3098c16ac59457325,source/sec_cont_func_intro.ptx,171,/section/exploration/task[3]/task[1],0d74c89a23dbde641aafe3831725931c2f009731f415c21c8a924234081987cf,provides_staged_support_for_source_prompt,metric_space_continuity;negation_of_pointwise_continuity;quantifier_negation
o003-c90-ch06-intro-task-04,source_prompt_guide,4,o003-gvsu-ch06-sec_cont_func_intro-prompt-04,assigned_locale_neutral,intro,4,statement_bearing_task,pa_MS_continuity,source/sec_cont_func_intro.ptx,177,/section/exploration/task[3]/task[2],e1975dd4a3ff8fa3b6d800399883936a1459b072bc32da1ea4dd587375eec664,source/sec_cont_func_intro.ptx,180,/section/exploration/task[3]/task[2],26891c9fdc62f6dd93a744b320ce82964c26de4096ca18ff7913894b34688632,provides_staged_support_for_source_prompt,metric_space_continuity;discontinuity_counterexample;jump_function
o003-c90-ch06-between-task-01,source_prompt_guide,5,o003-gvsu-ch06-sec_cont_func_btwn-prompt-01,assigned_locale_neutral,between,1,statement_bearing_task,act_id_constant_continuous,source/sec_cont_func_btwn.ptx,185,/section/activity[1]/task[1],eae7ca2af47de2119539d9938861d2ef8f6cf967daa1a467cee93e5c92b9be60,source/sec_cont_func_btwn.ptx,185,/section/activity[1]/task[1],5af2d03e8be822012145c42ddb04eb7bdc0b91bf23601c58c41a3e11a2a7c6ea,provides_staged_support_for_source_prompt,metric_space_continuity;constant_function_continuity
o003-c90-ch06-between-task-02,source_prompt_guide,6,o003-gvsu-ch06-sec_cont_func_btwn-prompt-02,assigned_locale_neutral,between,2,statement_bearing_task,act_id_constant_continuous,source/sec_cont_func_btwn.ptx,196,/section/activity[1]/task[2],e9581d8d79290f38421273e82365b5b7ffbc46441842260fc2543286a05847eb,source/sec_cont_func_btwn.ptx,196,/section/activity[1]/task[2],de085fcbf1daed7eef3d492ef59e0b4ce7439b95c1bbeef3de7baf782af2be48,provides_staged_support_for_source_prompt,metric_space_continuity;identity_function_continuity
o003-c90-ch06-between-task-03,source_prompt_guide,7,o003-gvsu-ch06-sec_cont_func_btwn-prompt-03,assigned_locale_neutral,between,3,statement_bearing_task,act_id_constant_continuous,source/sec_cont_func_btwn.ptx,210,/section/activity[1]/task[3],e21e639500598a4ad9f0e13e2186d7c01f6d8897864d0640f94c0c95dbe2ec3b,source/sec_cont_func_btwn.ptx,210,/section/activity[1]/task[3],744f58f2f143e07bbbce73c72d2eff0b44d42f12050d7a3eb96d15ec4d19a5a3,provides_staged_support_for_source_prompt,metric_space_continuity;metric_dependence_of_continuity;identity_map
o003-c90-ch06-between-task-04,source_prompt_guide,8,o003-gvsu-ch06-sec_cont_func_btwn-prompt-04,assigned_locale_neutral,between,4,statement_bearing_task,sec_cont_func_btwn,source/sec_cont_func_btwn.ptx,239,/section/activity[2]/task[1],96e71ea3ad0135bd8c5587f5e2cef06a3c7fd4f8d01bfcff680a6b2dc9d42903,source/sec_cont_func_btwn.ptx,239,/section/activity[2]/task[1],601a6532fc572b0010527b23cbe14aa1bac0adea51f59434279329ed877b2212,provides_staged_support_for_source_prompt,metric_space_continuity;comparison_of_metrics;taxicab_metric;maximum_metric
o003-c90-ch06-between-task-05,source_prompt_guide,9,o003-gvsu-ch06-sec_cont_func_btwn-prompt-05,assigned_locale_neutral,between,5,statement_bearing_task,sec_cont_func_btwn,source/sec_cont_func_btwn.ptx,247,/section/activity[2]/task[2],4f41ff934db1d03d1b1e7a57d8080fe9bc797ab9f52a7157a2263aabb7cb35d6,source/sec_cont_func_btwn.ptx,247,/section/activity[2]/task[2],eb9b593c1044930700ba6ba985c46d6fe5508b5ccd300f326420a28aeb5f6cdf,provides_staged_support_for_source_prompt,metric_space_continuity;comparison_of_metrics;taxicab_metric;maximum_metric
o003-c90-ch06-composition-task-01,source_prompt_guide,10,o003-gvsu-ch06-sec_comp_cont_func-prompt-01,assigned_locale_neutral,composition,1,statement_bearing_task,sec_comp_cont_func,source/sec_comp_cont_func.ptx,21,/section/activity/task[1],4292c758d288d0d7f3a41d5f4dfefaaaa98598c90fa4b86f16fb31051cf15263,source/sec_comp_cont_func.ptx,21,/section/activity/task[1],e3701687f4318a3c81ed4d7cab91be340f8840fb11edf6ebe3631d782fbf9dbb,provides_staged_support_for_source_prompt,metric_space_continuity;composition_of_continuous_functions;proof_planning
