companion_entry_id,entry_kind,sequence,source_anchor_id,anchor_origin,source_group,ordinal_within_group,prompt_kind,source_context_id,authority_file,authority_line,authority_selector,authority_statement_sha256,translated_file,translated_line,translated_selector,translated_statement_sha256,relationship,concept_ids
o003-c90-ch10-guide-01,source_prompt_guide,1,o003-gvsu-ch10-sec_closed_sets_intro-prompt-01,assigned_locale_neutral,sec_closed_sets_intro,1,statement_bearing_task,sec_closed_sets_intro,source/sec_closed_sets_intro.ptx,120,/section/exploration/task[1]/task[1]/statement,d6ad79a459b1a132d767e494b20fc29c4c33ee609aaaa354be413de12235b481,source/sec_closed_sets_intro.ptx,120,/section/exploration/task[1]/task[1]/statement,4c46e1ec3b05e191c38e4b04bc2a0a02dd475131293dbd9db4bb44275b5eae5f,provides_staged_support_for_source_prompt,metric_space;closed_sets;boundary_point;limit_point;isolated_point;sec_closed_sets_intro_prompt_01
o003-c90-ch10-guide-02,source_prompt_guide,2,o003-gvsu-ch10-sec_closed_sets_intro-prompt-02,assigned_locale_neutral,sec_closed_sets_intro,2,statement_bearing_task,sec_closed_sets_intro,source/sec_closed_sets_intro.ptx,128,/section/exploration/task[1]/task[2]/statement,4bffa92c6ae223d4da5252f23b6b9c19cfce3b512f5f3e7fbc8ae2f94afa6ec8,source/sec_closed_sets_intro.ptx,128,/section/exploration/task[1]/task[2]/statement,c26a35983f1674c6c0ae3ed31d292e08a7a565bbfc964a5f07abf7989328159b,provides_staged_support_for_source_prompt,metric_space;closed_sets;boundary_point;limit_point;isolated_point;sec_closed_sets_intro_prompt_02
o003-c90-ch10-guide-03,source_prompt_guide,3,o003-gvsu-ch10-sec_closed_sets_intro-prompt-03,assigned_locale_neutral,sec_closed_sets_intro,3,statement_bearing_task,sec_closed_sets_intro,source/sec_closed_sets_intro.ptx,136,/section/exploration/task[1]/task[3]/statement,598548397766a20b104e4335cdc100be7278eae5495449a00b461d5736ff5eca,source/sec_closed_sets_intro.ptx,136,/section/exploration/task[1]/task[3]/statement,b8daa0471919cd85985bcb2258d41b98c010f8bb988239feadc3c3d204ea2797,provides_staged_support_for_source_prompt,metric_space;closed_sets;boundary_point;limit_point;isolated_point;sec_closed_sets_intro_prompt_03
o003-c90-ch10-guide-04,source_prompt_guide,4,o003-gvsu-ch10-sec_closed_sets_intro-prompt-04,assigned_locale_neutral,sec_closed_sets_intro,4,statement_bearing_task,sec_closed_sets_intro,source/sec_closed_sets_intro.ptx,157,/section/exploration/task[2]/task[1]/statement,676976bd520b6e30f2df186f8244fa12af68c8d5428d0d731a135b906d737ade,source/sec_closed_sets_intro.ptx,157,/section/exploration/task[2]/task[1]/statement,1437fe70b5167ac2113a03bc875cf9b07cd6e6a1d585414ef4f67e28ffd5f807,provides_staged_support_for_source_prompt,metric_space;closed_sets;boundary_point;limit_point;isolated_point;sec_closed_sets_intro_prompt_04
o003-c90-ch10-guide-05,source_prompt_guide,5,o003-gvsu-ch10-sec_closed_sets_intro-prompt-05,assigned_locale_neutral,sec_closed_sets_intro,5,statement_bearing_task,sec_closed_sets_intro,source/sec_closed_sets_intro.ptx,164,/section/exploration/task[2]/task[2]/statement,8c64e9e246863e33ef44f612bc3f0b7d50db98d20620c5fca0e331dc0c702820,source/sec_closed_sets_intro.ptx,164,/section/exploration/task[2]/task[2]/statement,d063b5e8279ef60be21e39933085787b0489761ff3d273aea7d255dc0a8309c7,provides_staged_support_for_source_prompt,metric_space;closed_sets;boundary_point;limit_point;isolated_point;sec_closed_sets_intro_prompt_05
o003-c90-ch10-guide-06,source_prompt_guide,6,o003-gvsu-ch10-sec_closed_sets_intro-prompt-06,assigned_locale_neutral,sec_closed_sets_intro,6,statement_bearing_task,sec_closed_sets_intro,source/sec_closed_sets_intro.ptx,171,/section/exploration/task[2]/task[3]/statement,83fe70dd50eced215e6726db6022ecfba843fc6c9f798a8def0ce963944cb7f4,source/sec_closed_sets_intro.ptx,171,/section/exploration/task[2]/task[3]/statement,3a1ae2c8667a657aeca1e6f5e97717b6934636547bfeab0cbdb66e1f11f9f917,provides_staged_support_for_source_prompt,metric_space;closed_sets;boundary_point;limit_point;isolated_point;sec_closed_sets_intro_prompt_06
o003-c90-ch10-guide-07,source_prompt_guide,7,o003-gvsu-ch10-sec_closed_sets_intro-prompt-07,assigned_locale_neutral,sec_closed_sets_intro,7,statement_bearing_task,sec_closed_sets_intro,source/sec_closed_sets_intro.ptx,178,/section/exploration/task[2]/task[4]/statement,9470ffb680a40242c46928ae2f650c8e22d45ba78af05d3412372947de09f863,source/sec_closed_sets_intro.ptx,178,/section/exploration/task[2]/task[4]/statement,6fa4aff5431a5f5a88dcdab52606c6607cbfb45c8de6a9b2e3f133453fe8eec7,provides_staged_support_for_source_prompt,metric_space;closed_sets;boundary_point;limit_point;isolated_point;sec_closed_sets_intro_prompt_07
o003-c90-ch10-guide-08,source_prompt_guide,8,o003-gvsu-ch10-sec_closed_sets_intro-prompt-08,assigned_locale_neutral,sec_closed_sets_intro,8,statement_bearing_task,sec_closed_sets_intro,source/sec_closed_sets_intro.ptx,185,/section/exploration/task[2]/task[5]/statement,3c96c3437d6a6db800ffd4efdf9429bb8dc6db4899319b1023f9dd82d2084e7c,source/sec_closed_sets_intro.ptx,185,/section/exploration/task[2]/task[5]/statement,296948359a6103c2fa2c2eaa2e210cad4d5ad8589c982b6fc9e7cb8b0af58a5e,provides_staged_support_for_source_prompt,metric_space;closed_sets;boundary_point;limit_point;isolated_point;sec_closed_sets_intro_prompt_08
o003-c90-ch10-guide-09,source_prompt_guide,9,o003-gvsu-ch10-sec_closed_sets_intro-prompt-09,assigned_locale_neutral,sec_closed_sets_intro,9,statement_bearing_task,sec_closed_sets_intro,source/sec_closed_sets_intro.ptx,192,/section/exploration/task[2]/task[6]/statement,a05a1d34dfe9ef60165cf01e25ab89f22c3e2ce942b1d8ff0e2c5bc0d183b897,source/sec_closed_sets_intro.ptx,192,/section/exploration/task[2]/task[6]/statement,0c3150649a59bb223f81083a143e45f152f8dc71e1fd8ef0c0fabccf3a1de664,provides_staged_support_for_source_prompt,metric_space;closed_sets;boundary_point;limit_point;isolated_point;sec_closed_sets_intro_prompt_09
o003-c90-ch10-guide-10,source_prompt_guide,10,o003-gvsu-ch10-sec_closed_sets_metric-prompt-01,assigned_locale_neutral,sec_closed_sets_metric,1,statement_bearing_task,sec_closed_sets_metric,source/sec_closed_sets_metric.ptx,18,/section/activity[1]/task[1]/statement,ccbe7389086f3485bfbed31b74b1e17fb47fcc5ff5b806918ac69db4d008793f,source/sec_closed_sets_metric.ptx,18,/section/activity[1]/task[1]/statement,38a6e61dd4f26be768ca2b4883d18b6aee58293ddcfcdc1dca4d4d88cc548987,provides_staged_support_for_source_prompt,metric_space;closed_sets;closed_set;open_complement;metric_space;sec_closed_sets_metric_prompt_01
