companion_entry_id,entry_kind,sequence,source_anchor_id,anchor_origin,source_group,ordinal_within_group,prompt_kind,source_context_id,authority_file,authority_line,authority_selector,authority_statement_sha256,translated_file,translated_line,translated_selector,translated_statement_sha256,relationship,concept_ids
o003-c90-ch08-guide-01,source_prompt_guide,1,o003-gvsu-ch08-sec_open_sets_intro-prompt-01,assigned_locale_neutral,intro,1,statement_bearing_task,sec_open_sets_intro,source/sec_open_sets_intro.ptx,69,/section/exploration/task[1]/task[1]/statement,d6ad79a459b1a132d767e494b20fc29c4c33ee609aaaa354be413de12235b481,source/sec_open_sets_intro.ptx,69,/section/exploration/task[1]/task[1]/statement,4c46e1ec3b05e191c38e4b04bc2a0a02dd475131293dbd9db4bb44275b5eae5f,provides_staged_support_for_source_prompt,metric_space;open_sets_in_metric_spaces;interior_point;half_open_interval;real_line
o003-c90-ch08-guide-02,source_prompt_guide,2,o003-gvsu-ch08-sec_open_sets_intro-prompt-02,assigned_locale_neutral,intro,2,statement_bearing_task,sec_open_sets_intro,source/sec_open_sets_intro.ptx,77,/section/exploration/task[1]/task[2]/statement,197d0320b6590c7dcb6a8afc0da8d5c977576a44cfa74807bd1f76ccded39ef2,source/sec_open_sets_intro.ptx,77,/section/exploration/task[1]/task[2]/statement,06f97a09137166ab1be736d92fc2afdf9732829cd338ed8bda96b8ab1b7f72ad,provides_staged_support_for_source_prompt,metric_space;open_sets_in_metric_spaces;interior_point;subspace_metric;metric_dependence
o003-c90-ch08-guide-03,source_prompt_guide,3,o003-gvsu-ch08-sec_open_sets_intro-prompt-03,assigned_locale_neutral,intro,3,statement_bearing_task,sec_open_sets_intro,source/sec_open_sets_intro.ptx,86,/section/exploration/task[1]/task[3]/statement,187e5b893a6705b046b3f726e0e4916b1c686a2dcbd6fab0376f416bf7a9c178,source/sec_open_sets_intro.ptx,86,/section/exploration/task[1]/task[3]/statement,eb811d8b356f19b5d2fb8dbcedcb97fc2b83ea36a8122018d39b3434c4448381,provides_staged_support_for_source_prompt,metric_space;open_sets_in_metric_spaces;interior_point;discrete_metric;finite_space
o003-c90-ch08-guide-04,source_prompt_guide,4,o003-gvsu-ch08-sec_open_sets_intro-prompt-04,assigned_locale_neutral,intro,4,statement_bearing_task,sec_open_sets_intro,source/sec_open_sets_intro.ptx,101,/section/exploration/task[2]/task[1]/statement,0288558b0a3135be7034ff9f08ed7b7c55d376b8c18a1d5fe17beeedffc53554,source/sec_open_sets_intro.ptx,101,/section/exploration/task[2]/task[1]/statement,46509525a32cf226ed39ad3b083b00913c06be40be25ca89c7f32ff4fe787edc,provides_staged_support_for_source_prompt,metric_space;open_sets_in_metric_spaces;interior;intervals;endpoint_analysis
o003-c90-ch08-guide-05,source_prompt_guide,5,o003-gvsu-ch08-sec_open_sets_intro-prompt-05,assigned_locale_neutral,intro,5,statement_bearing_task,sec_open_sets_intro,source/sec_open_sets_intro.ptx,112,/section/exploration/task[2]/task[2]/statement,27c99193e241828313621872724113761b7f42a8b6f7b2dd35d7c50231610c0f,source/sec_open_sets_intro.ptx,112,/section/exploration/task[2]/task[2]/statement,f0ea8879059fd4daa9f0f3fc3141dc68dbfefcc649814769bc3fcf98db71f62f,provides_staged_support_for_source_prompt,metric_space;open_sets_in_metric_spaces;interior;finite_subset;empty_interior
o003-c90-ch08-guide-06,source_prompt_guide,6,o003-gvsu-ch08-sec_open_sets_intro-prompt-06,assigned_locale_neutral,intro,6,statement_bearing_task,sec_open_sets_intro,source/sec_open_sets_intro.ptx,121,/section/exploration/task[2]/task[3]/statement,34e9adb0aa626440878410fdcc3407f92accb626296efb5e94f7f722a2747ab7,source/sec_open_sets_intro.ptx,121,/section/exploration/task[2]/task[3]/statement,2ce0eedd340040f0a3ca976b0d49edacd2431018239518499e076db71f461718,provides_staged_support_for_source_prompt,metric_space;open_sets_in_metric_spaces;interior;rational_numbers;density
o003-c90-ch08-guide-07,source_prompt_guide,7,o003-gvsu-ch08-sec_open_sets-prompt-01,assigned_locale_neutral,open-set,1,statement_bearing_task,sec_open_sets,source/sec_open_sets.ptx,18,/section/activity[1]/task[1]/statement,d56e8360e6cd37914a05dd66feda1d3d9b6b39a24ec547c9693f0474184080d8,source/sec_open_sets.ptx,18,/section/activity[1]/task[1]/statement,554371baeaccb3f74b01a43bb1ab4179ccc41a1b1b35d3db62f879ff87ff03c9,provides_staged_support_for_source_prompt,metric_space;open_sets_in_metric_spaces;empty_set;open_set
o003-c90-ch08-guide-08,source_prompt_guide,8,o003-gvsu-ch08-sec_open_sets-prompt-02,assigned_locale_neutral,open-set,2,statement_bearing_task,sec_open_sets,source/sec_open_sets.ptx,26,/section/activity[1]/task[2]/statement,aa964963d4b7f8375d2a741aa00e9e7800e4d649a3600593fbab616f00ea609d,source/sec_open_sets.ptx,26,/section/activity[1]/task[2]/statement,23ea2489cfb53e4c017be15169dba083cfc03f1a844eb232f71db391248508dc,provides_staged_support_for_source_prompt,metric_space;open_sets_in_metric_spaces;whole_space;open_set
o003-c90-ch08-guide-09,source_prompt_guide,9,o003-gvsu-ch08-sec_open_sets-prompt-03,assigned_locale_neutral,open-set,3,statement_bearing_task,sec_open_sets,source/sec_open_sets.ptx,87,/section/activity[2]/task[1]/statement,d84295207e4504bf7cb63aedc4fda841213581271bf92cde4df3607614f44244,source/sec_open_sets.ptx,87,/section/activity[2]/task[1]/statement,346f430808e02385ab3a745cb1fe546616026e5c21645034776bd02b030dbd3b,provides_staged_support_for_source_prompt,metric_space;open_sets_in_metric_spaces;union_of_open_balls;open_set_proof_plan
o003-c90-ch08-guide-10,source_prompt_guide,10,o003-gvsu-ch08-sec_open_sets-prompt-04,assigned_locale_neutral,open-set,4,statement_bearing_task,sec_open_sets,source/sec_open_sets.ptx,94,/section/activity[2]/task[2]/statement,8aa0f6914e175970fa52b8815672ab1974cb9deae5ad091b15503653ae34ec73,source/sec_open_sets.ptx,94,/section/activity[2]/task[2]/statement,97ef3510d68971f556c455312c51dc1e9f91c73452220d427f5bd0963b03fc94,provides_staged_support_for_source_prompt,metric_space;open_sets_in_metric_spaces;local_ball_containment;union_membership
o003-c90-ch08-guide-11,source_prompt_guide,11,o003-gvsu-ch08-sec_open_sets-prompt-05,assigned_locale_neutral,open-set,5,statement_bearing_task,sec_open_sets,source/sec_open_sets.ptx,102,/section/activity[2]/task[3]/statement,5f7e96f4b09746b71510ba571047740582d271df11dcb86f1c523ab7b74f76a6,source/sec_open_sets.ptx,102,/section/activity[2]/task[3]/statement,d673bdfedaa37e9467d5f883430cc135802754e53af2be02e27e335d6b81c68d,provides_staged_support_for_source_prompt,metric_space;open_sets_in_metric_spaces;union_of_open_balls;open_set_characterization
o003-c90-ch08-guide-12,source_prompt_guide,12,o003-gvsu-ch08-sec_union_int_open_sets-prompt-01,assigned_locale_neutral,union-intersection,1,statement_bearing_task,act_Open_union,source/sec_union_int_open_sets.ptx,16,/section/activity/task[1]/task[1]/statement,2010e59f2dcc1b3ad13e1ce5806fcee2cd5d786d00b39cb2374fb13e760749ec,source/sec_union_int_open_sets.ptx,16,/section/activity/task[1]/task[1]/statement,8b5b5070810e7b65ebc1315c53bd713d470a2dea3ba591fee13649bd0adccf80,provides_staged_support_for_source_prompt,metric_space;open_sets_in_metric_spaces;finite_union;open_sets
